,bandwidth,startTime,sendTime,1,2
2522,17,13,5,0.0,13.0
2523,973,12,32,0.0,12.0
2524,649,9,15,0.0,9.0
2525,987,9,10,0.0,9.0
2526,923,37,26,0.0,37.0
2527,230,44,49,1.0,55.0
2528,120,34,49,3.0,48.0
2529,405,33,9,0.0,33.0
2530,115,21,33,0.0,21.0
2531,417,26,49,7.0,67.0
2532,970,27,40,0.0,27.0
2533,292,26,24,0.0,26.0
2534,895,25,39,0.0,25.0
2535,176,11,40,0.0,11.0
2536,145,31,26,0.0,31.0
2537,39,32,48,3.0,48.0
2538,586,0,21,7.0,3.0
2539,516,21,27,0.0,21.0
2540,725,40,4,0.0,40.0
2541,386,3,9,3.0,3.0
2542,665,43,42,0.0,43.0
2543,471,23,7,0.0,23.0
2544,804,26,34,0.0,26.0
2545,319,36,38,0.0,36.0
2546,779,36,32,0.0,36.0
2547,875,19,18,0.0,19.0
2548,223,32,28,0.0,32.0
2549,472,36,31,0.0,36.0
2550,301,36,22,0.0,36.0
2551,653,3,32,0.0,5.0
2552,708,25,2,0.0,25.0
2553,472,2,14,0.0,2.0
2554,89,16,7,0.0,16.0
2555,324,22,42,0.0,22.0
2556,389,19,39,0.0,19.0
2557,609,41,44,0.0,41.0
2558,830,7,18,0.0,7.0
2559,508,25,5,0.0,25.0
2560,215,50,28,0.0,50.0
2561,961,29,42,0.0,29.0
2562,589,18,49,2.0,87.0
2563,761,42,3,0.0,42.0
2564,92,48,44,0.0,48.0
2565,146,33,18,0.0,33.0
2566,995,14,26,0.0,14.0
2567,243,33,28,0.0,33.0
2568,873,46,11,0.0,46.0
2569,360,25,30,0.0,25.0
2570,972,43,17,0.0,43.0
2571,166,25,34,0.0,25.0
2572,354,12,47,6.0,12.0
2573,277,32,36,0.0,32.0
2574,988,44,17,0.0,44.0
2575,830,34,25,0.0,34.0
2576,677,41,9,0.0,41.0
2577,985,34,16,0.0,34.0
2578,321,4,37,0.0,8.0
2579,64,41,9,0.0,41.0
2580,729,26,19,0.0,26.0
2581,28,0,39,0.0,9.0
2582,838,32,11,0.0,32.0
2583,585,4,48,5.0,4.0
2584,903,38,28,0.0,38.0
2585,352,40,31,0.0,40.0
2586,660,16,5,0.0,16.0
2587,996,24,19,0.0,24.0
2588,950,40,2,0.0,40.0
2589,576,24,43,0.0,24.0
2590,667,17,33,0.0,17.0
2591,820,28,14,0.0,28.0
2592,148,31,44,0.0,31.0
2593,228,46,5,0.0,46.0
2594,461,20,40,0.0,20.0
2595,830,11,28,0.0,11.0
2596,573,3,16,6.0,3.0
2597,858,47,4,0.0,47.0
2598,385,49,29,0.0,49.0
2599,481,32,22,0.0,32.0
2600,451,26,5,0.0,26.0
2601,57,25,4,0.0,25.0
2602,426,3,49,6.0,3.0
2603,819,11,44,0.0,26.0
2604,80,1,1,1.0,1.0
2605,940,43,47,7.0,149.0
2606,357,49,32,0.0,49.0
2607,394,20,35,0.0,20.0
2608,530,20,6,0.0,20.0
2609,443,15,16,0.0,15.0
2610,797,23,42,0.0,23.0
2611,232,27,50,1.0,55.0
2612,186,24,41,0.0,24.0
2613,894,13,24,0.0,13.0
2614,995,40,45,0.0,40.0
2615,171,14,40,0.0,14.0
2616,439,10,4,0.0,10.0
2617,599,16,17,0.0,16.0
2618,363,41,27,0.0,41.0
2619,515,18,30,0.0,18.0
2620,552,0,5,4.0,1.0
2621,194,1,30,0.0,4.0
2622,38,36,38,0.0,36.0
2623,369,8,6,0.0,8.0
2624,323,30,46,0.0,38.0
2625,257,9,45,0.0,29.0
2626,193,18,33,0.0,18.0
2627,857,21,8,0.0,21.0
2628,149,30,21,0.0,30.0
2629,535,32,7,0.0,32.0
2630,129,25,47,0.0,42.0
2631,524,35,15,0.0,35.0
2632,352,20,42,0.0,20.0
2633,807,16,48,4.0,16.0
2634,70,8,20,0.0,8.0
2635,540,47,10,0.0,47.0
2636,42,2,24,2.0,3.0
2637,149,0,35,0.0,6.0
2638,922,38,6,0.0,38.0
2639,76,10,22,0.0,10.0
2640,429,17,48,4.0,17.0
2641,151,24,22,0.0,24.0
2642,474,0,3,2.0,1.0
2643,488,18,36,0.0,18.0
2644,695,19,18,0.0,19.0
2645,857,5,48,7.0,5.0
2646,531,48,6,0.0,48.0
2647,34,49,17,0.0,49.0
2648,242,34,47,0.0,44.0
2649,903,31,18,0.0,31.0
2650,604,31,43,0.0,31.0
2651,684,9,15,0.0,9.0
2652,489,47,34,0.0,47.0
2653,774,47,47,6.0,109.0
2654,874,17,38,0.0,17.0
2655,882,27,24,0.0,27.0
2656,667,12,21,0.0,12.0
2657,521,8,2,0.0,8.0
2658,763,26,34,0.0,26.0
2659,827,17,34,0.0,17.0
2660,20,28,6,0.0,28.0
2661,614,15,48,2.0,15.0
2662,826,15,24,0.0,15.0
2663,572,17,35,0.0,17.0
2664,992,3,21,7.0,3.0
2665,919,9,8,0.0,9.0
2666,363,11,9,0.0,11.0
2667,246,47,34,0.0,47.0
2668,30,10,27,0.0,10.0
2669,757,1,29,0.0,4.0
2670,236,22,47,0.0,44.0
2671,327,37,22,0.0,37.0
2672,215,4,40,0.0,12.0
2673,221,9,26,0.0,9.0
2674,58,31,16,0.0,31.0
2675,592,35,27,0.0,35.0
2676,503,20,43,0.0,21.0
2677,895,43,15,0.0,43.0
2678,759,39,22,0.0,39.0
2679,724,4,43,0.0,20.0
2680,800,18,50,6.0,113.0
2681,994,7,6,0.0,7.0
2682,185,17,38,0.0,17.0
2683,652,16,47,4.0,16.0
2684,671,47,6,0.0,47.0
2685,921,14,29,0.0,14.0
2686,472,48,34,0.0,48.0
2687,662,3,18,7.0,3.0
2688,584,20,5,0.0,20.0
2689,846,47,25,0.0,47.0
2690,966,13,12,0.0,13.0
2691,58,45,39,0.0,45.0
2692,447,21,44,0.0,26.0
2693,454,3,32,0.0,5.0
2694,708,32,18,0.0,32.0
2695,963,7,14,0.0,7.0
2696,820,33,21,0.0,33.0
2697,339,16,5,0.0,16.0
2698,469,19,13,0.0,19.0
2699,377,43,42,0.0,43.0
2700,945,32,23,0.0,32.0
2701,49,20,15,0.0,20.0
2702,362,28,16,0.0,28.0
2703,37,23,32,0.0,23.0
2704,760,12,40,0.0,12.0
2705,551,28,13,0.0,28.0
2706,620,41,43,0.0,41.0
2707,433,28,35,0.0,28.0
2708,346,29,24,0.0,29.0
2709,965,13,36,0.0,13.0
2710,577,39,42,0.0,39.0
2711,157,16,5,0.0,16.0
2712,581,31,32,0.0,31.0
2713,219,12,12,0.0,12.0
2714,266,28,31,0.0,28.0
2715,739,39,41,0.0,39.0
2716,341,32,14,0.0,32.0
2717,478,2,44,0.0,22.0
2718,678,7,13,0.0,7.0
2719,466,47,20,0.0,47.0
2720,677,16,31,0.0,16.0
2721,981,11,45,0.0,30.0
2722,804,14,17,0.0,14.0
2723,746,22,31,0.0,22.0
2724,345,31,36,0.0,31.0
2725,632,46,2,0.0,46.0
2726,623,0,25,5.0,3.0
2727,368,41,31,0.0,41.0
2728,136,18,48,4.0,18.0
2729,596,33,10,0.0,33.0
2730,796,20,32,0.0,20.0
2731,854,38,49,7.0,133.0
2732,10,48,8,0.0,48.0
2733,430,38,37,0.0,38.0
2734,933,35,5,0.0,35.0
2735,289,0,28,6.0,4.0
2736,558,25,21,0.0,25.0
2737,797,35,2,0.0,35.0
2738,481,12,20,0.0,12.0
2739,345,32,45,0.0,32.0
2740,406,42,42,0.0,42.0
2741,420,24,14,0.0,24.0
2742,616,38,1,0.0,38.0
2743,165,44,39,0.0,44.0
2744,606,46,23,0.0,46.0
2745,45,33,21,0.0,33.0
2746,503,5,18,0.0,5.0
2747,955,46,46,0.0,46.0
2748,475,7,30,0.0,7.0
2749,275,2,4,4.0,2.0
2750,511,4,18,0.0,4.0
2751,28,38,17,0.0,38.0
2752,349,35,43,0.0,35.0
2753,740,35,50,2.0,106.0
2754,632,46,3,0.0,46.0
2755,669,2,22,2.0,3.0
2756,128,19,7,0.0,19.0
2757,468,29,20,0.0,29.0
2758,493,48,29,0.0,48.0
2759,470,45,43,0.0,45.0
2760,35,39,9,0.0,39.0
2761,56,0,48,3.0,0.0
2762,269,14,12,0.0,14.0
2763,238,49,13,0.0,49.0
2764,817,0,27,4.0,4.0
2765,339,29,33,0.0,29.0
2766,263,26,39,0.0,26.0
2767,847,5,50,7.0,5.0
2768,808,29,26,0.0,29.0
2769,294,29,18,0.0,29.0
2770,447,0,48,3.0,0.0
2771,603,43,15,0.0,43.0
2772,343,34,29,0.0,34.0
2773,256,15,2,0.0,15.0
2774,850,3,25,4.0,3.0
2775,710,6,23,0.0,6.0
2776,979,5,21,0.0,5.0
2777,73,20,24,0.0,20.0
2778,180,32,41,0.0,32.0
2779,123,12,14,0.0,12.0
2780,788,26,26,0.0,26.0
2781,94,40,6,0.0,40.0
2782,838,46,18,0.0,46.0
2783,456,44,33,0.0,44.0
2784,370,37,34,0.0,37.0
2785,656,15,25,0.0,15.0
2786,525,15,50,2.0,15.0
2787,237,17,12,0.0,17.0
2788,646,38,10,0.0,38.0
2789,156,44,38,0.0,44.0
2790,269,5,46,0.0,34.0
2791,816,36,48,4.0,115.0
2792,630,41,5,0.0,41.0
2793,286,9,25,0.0,9.0
2794,95,24,50,3.0,48.0
2795,782,36,9,0.0,36.0
2796,648,25,40,0.0,25.0
2797,923,14,32,0.0,14.0
2798,146,14,5,0.0,14.0
2799,133,8,4,0.0,8.0
2800,870,2,43,0.0,21.0
2801,341,25,18,0.0,25.0
2802,173,0,2,5.0,1.0
2803,749,20,8,0.0,20.0
2804,908,13,49,2.0,13.0
2805,134,17,29,0.0,17.0
2806,656,18,16,0.0,18.0
2807,357,33,11,0.0,33.0
2808,289,12,42,0.0,18.0
2809,353,29,26,0.0,29.0
2810,375,26,32,0.0,26.0
2811,523,33,43,0.0,33.0
2812,233,19,23,0.0,19.0
2813,710,22,18,0.0,22.0
2814,787,50,34,0.0,50.0
2815,34,46,4,0.0,46.0
2816,103,13,8,0.0,13.0
2817,371,41,37,0.0,41.0
2818,991,24,22,0.0,24.0
2819,267,19,50,0.0,59.0
2820,538,26,40,0.0,26.0
2821,89,35,26,0.0,35.0
2822,761,3,19,0.0,3.0
2823,956,2,3,6.0,2.0
2824,367,17,48,4.0,17.0
2825,767,48,6,0.0,48.0
2826,718,24,38,0.0,24.0
2827,570,33,9,0.0,33.0
2828,575,6,34,0.0,6.0
2829,201,17,9,0.0,17.0
2830,842,48,25,0.0,48.0
2831,425,32,29,0.0,32.0
2832,722,8,29,0.0,8.0
2833,959,30,15,0.0,30.0
2834,827,20,28,0.0,20.0
2835,778,35,32,0.0,35.0
2836,619,30,12,0.0,30.0
2837,977,21,21,0.0,21.0
2838,644,27,11,0.0,27.0
2839,954,19,32,0.0,19.0
2840,197,28,46,0.0,34.0
2841,869,33,33,0.0,33.0
2842,338,46,42,0.0,46.0
2843,44,4,21,3.0,4.0
2844,358,40,46,0.0,41.0
2845,936,24,1,0.0,24.0
2846,586,6,40,0.0,12.0
2847,205,33,26,0.0,33.0
2848,490,48,32,0.0,48.0
2849,28,0,35,0.0,7.0
2850,217,45,41,0.0,45.0
2851,56,47,28,0.0,47.0
2852,284,31,35,0.0,31.0
2853,308,35,36,0.0,35.0
2854,892,15,9,0.0,15.0
2855,12,13,35,0.0,13.0
2856,759,27,48,0.0,107.0
2857,900,49,26,0.0,49.0
2858,14,22,11,0.0,22.0
2859,831,13,46,0.0,38.0
2860,914,45,49,4.0,145.0
2861,86,37,44,0.0,37.0
2862,879,36,42,0.0,36.0
2863,753,49,12,0.0,49.0
2864,837,8,42,0.0,16.0
2865,168,39,47,0.0,43.0
2866,741,33,15,0.0,33.0
2867,683,23,33,0.0,23.0
2868,959,41,24,0.0,41.0
2869,531,5,25,0.0,5.0
2870,893,12,3,0.0,12.0
2871,81,3,19,6.0,3.0
2872,170,34,32,0.0,34.0
2873,684,7,18,0.0,7.0
2874,989,15,37,0.0,15.0
2875,515,44,10,0.0,44.0
2876,176,45,48,3.0,54.0
2877,57,3,14,4.0,3.0
2878,300,27,11,0.0,27.0
2879,132,34,47,0.0,42.0
2880,301,14,27,0.0,14.0
2881,867,15,26,0.0,15.0
2882,483,35,3,0.0,35.0
2883,564,39,20,0.0,39.0
2884,809,24,39,0.0,24.0
2885,594,22,18,0.0,22.0
2886,390,1,29,0.0,4.0
2887,782,50,22,0.0,50.0
2888,903,13,38,0.0,13.0
2889,168,13,30,0.0,13.0
2890,687,19,32,0.0,19.0
2891,21,10,28,0.0,10.0
2892,457,45,30,0.0,45.0
2893,406,0,11,7.0,2.0
2894,503,15,47,2.0,15.0
2895,306,33,46,0.0,40.0
2896,489,15,31,0.0,15.0
2897,956,0,11,6.0,2.0
2898,402,46,49,7.0,66.0
2899,956,12,32,0.0,12.0
2900,615,16,49,4.0,16.0
2901,117,32,17,0.0,32.0
2902,865,14,23,0.0,14.0
2903,235,49,34,0.0,49.0
2904,508,48,36,0.0,48.0
2905,941,30,26,0.0,30.0
2906,191,31,9,0.0,31.0
2907,384,16,28,0.0,16.0
2908,676,40,36,0.0,40.0
2909,800,35,3,0.0,35.0
2910,257,31,35,0.0,31.0
2911,221,48,24,0.0,48.0
2912,964,11,11,0.0,11.0
2913,30,24,33,0.0,24.0
2914,606,32,28,0.0,32.0
2915,311,9,18,0.0,9.0
2916,876,39,40,0.0,39.0
2917,517,41,4,0.0,41.0
2918,221,43,33,0.0,43.0
2919,301,7,24,0.0,7.0
2920,135,17,30,0.0,17.0
2921,221,11,27,0.0,11.0
2922,718,48,14,0.0,48.0
2923,892,33,35,0.0,33.0
2924,140,0,10,6.0,2.0
2925,232,47,11,0.0,47.0
2926,905,34,26,0.0,34.0
2927,468,49,2,0.0,49.0
2928,476,28,33,0.0,28.0
2929,1000,6,34,0.0,6.0
2930,789,37,21,0.0,37.0
2931,403,30,8,0.0,30.0
2932,364,24,38,0.0,24.0
2933,809,30,13,0.0,30.0
2934,672,29,25,0.0,29.0
2935,829,38,3,0.0,38.0
2936,926,10,38,0.0,10.0
2937,601,35,32,0.0,35.0
2938,504,11,17,0.0,11.0
2939,143,43,25,0.0,43.0
2940,971,1,42,0.0,16.0
2941,798,5,13,0.0,5.0
2942,872,44,24,0.0,44.0
2943,537,13,1,0.0,13.0
2944,882,42,49,6.0,134.0
2945,915,22,21,0.0,22.0
2946,525,23,10,0.0,23.0
2947,561,29,26,0.0,29.0
2948,39,4,39,0.0,9.0
2949,615,39,36,0.0,39.0
2950,300,24,4,0.0,24.0
2951,87,9,47,7.0,9.0
2952,983,17,12,0.0,17.0
2953,540,48,30,0.0,48.0
2954,373,37,13,0.0,37.0
2955,608,49,9,0.0,49.0
2956,734,37,26,0.0,37.0
2957,469,14,31,0.0,14.0
2958,706,23,1,0.0,23.0
2959,418,47,44,0.0,47.0
2960,73,28,2,0.0,28.0
2961,777,14,30,0.0,14.0
2962,704,3,33,0.0,5.0
2963,448,16,7,0.0,16.0
2964,696,10,35,0.0,10.0
2965,914,14,46,0.0,37.0
2966,912,6,24,0.0,6.0
2967,391,31,38,0.0,31.0
2968,736,37,41,0.0,37.0
2969,705,30,5,0.0,30.0
2970,597,5,31,0.0,5.0
2971,530,50,25,0.0,50.0
2972,193,5,10,0.0,5.0
2973,71,20,1,0.0,20.0
2974,703,22,3,0.0,22.0
2975,385,29,33,0.0,29.0
2976,469,17,25,0.0,17.0
2977,941,23,49,4.0,152.0
2978,593,40,41,0.0,40.0
2979,881,9,31,0.0,9.0
2980,18,13,8,0.0,13.0
2981,245,48,27,0.0,48.0
2982,366,4,3,0.0,4.0
2983,130,17,24,0.0,17.0
2984,707,42,22,0.0,42.0
2985,890,50,5,0.0,50.0
2986,473,24,34,0.0,24.0
2987,471,22,44,0.0,27.0
2988,229,14,50,6.0,14.0
2989,252,17,7,0.0,17.0
2990,104,46,36,0.0,46.0
2991,488,36,37,0.0,36.0
2992,510,25,37,0.0,25.0
2993,842,20,7,0.0,20.0
2994,536,28,40,0.0,28.0
2995,926,49,40,0.0,49.0
2996,584,8,49,0.0,8.0
2997,379,13,41,0.0,13.0
2998,657,15,3,0.0,15.0
2999,285,46,6,0.0,46.0
3000,412,18,35,0.0,18.0
3001,415,13,47,6.0,13.0
3002,428,41,38,0.0,41.0
3003,889,40,48,1.0,135.0
3004,39,38,13,0.0,38.0
3005,752,10,13,0.0,10.0
3006,512,28,45,0.0,29.0
3007,176,22,33,0.0,22.0
3008,147,28,5,0.0,28.0
3009,223,26,14,0.0,26.0
3010,193,40,30,0.0,40.0
3011,926,14,30,0.0,14.0
3012,551,21,17,0.0,21.0
3013,948,34,45,0.0,34.0
3014,242,40,6,0.0,40.0
3015,278,25,7,0.0,25.0
3016,757,5,22,0.0,5.0
3017,658,31,37,0.0,31.0
3018,393,6,13,0.0,6.0
3019,421,11,47,6.0,11.0
3020,695,30,16,0.0,30.0
3021,674,25,39,0.0,25.0
3022,236,29,2,0.0,29.0
3023,341,26,33,0.0,26.0
3024,42,47,15,0.0,47.0
3025,32,18,19,0.0,18.0
3026,213,34,15,0.0,34.0
3027,372,19,44,0.0,24.0
3028,714,39,3,0.0,39.0
3029,657,34,26,0.0,34.0
3030,898,46,35,0.0,46.0
3031,848,27,26,0.0,27.0
3032,10,16,44,0.0,24.0
3033,497,9,50,1.0,9.0
3034,950,34,47,6.0,153.0
3035,225,4,29,0.0,4.0
3036,101,21,46,0.0,38.0
3037,611,18,46,0.0,33.0
3038,992,16,13,0.0,16.0
3039,106,12,41,0.0,14.0
3040,628,2,43,0.0,19.0
3041,519,32,32,0.0,32.0
3042,171,29,21,0.0,29.0
3043,298,13,38,0.0,13.0
3044,507,41,33,0.0,41.0
3045,191,8,13,0.0,8.0
3046,668,16,19,0.0,16.0
3047,850,0,33,0.0,5.0
3048,252,24,24,0.0,24.0
3049,208,45,31,0.0,45.0
3050,266,4,43,0.0,19.0
3051,755,20,41,0.0,20.0
3052,494,35,31,0.0,35.0
3053,888,50,18,0.0,50.0
3054,73,25,29,0.0,25.0
3055,672,33,47,0.0,47.0
3056,209,47,2,0.0,47.0
3057,312,27,46,0.0,33.0
3058,861,5,2,0.0,5.0
3059,755,27,29,0.0,27.0
3060,485,33,19,0.0,33.0
3061,108,5,46,0.0,35.0
3062,503,41,41,0.0,41.0
3063,121,20,45,0.0,29.0
3064,102,46,26,0.0,46.0
3065,640,15,1,0.0,15.0
3066,263,0,27,3.0,4.0
3067,242,13,29,0.0,13.0
3068,467,31,43,0.0,31.0
3069,767,34,35,0.0,34.0
3070,147,3,43,0.0,20.0
3071,331,37,38,0.0,37.0
3072,791,36,8,0.0,36.0
3073,838,32,18,0.0,32.0
3074,141,44,48,3.0,50.0
3075,229,28,47,0.0,44.0
3076,957,36,12,0.0,36.0
3077,49,45,12,0.0,45.0
3078,104,11,43,0.0,20.0
3079,66,21,49,6.0,21.0
3080,920,2,39,0.0,10.0
3081,162,23,8,0.0,23.0
3082,852,17,48,4.0,17.0
3083,138,0,26,7.0,3.0
3084,878,43,15,0.0,43.0
3085,123,50,49,3.0,50.0
3086,245,43,29,0.0,43.0
3087,48,28,39,0.0,28.0
3088,579,49,18,0.0,49.0
3089,339,9,29,0.0,9.0
3090,59,23,3,0.0,23.0
3091,474,8,8,0.0,8.0
3092,367,41,26,0.0,41.0
3093,169,27,15,0.0,27.0
3094,402,11,47,1.0,11.0
3095,614,20,6,0.0,20.0
3096,658,41,25,0.0,41.0
3097,507,42,5,0.0,42.0
3098,135,33,8,0.0,33.0
3099,761,23,37,0.0,23.0
3100,213,24,37,0.0,24.0
3101,883,35,14,0.0,35.0
3102,626,0,42,0.0,15.0
3103,907,17,26,0.0,17.0
3104,730,40,33,0.0,40.0
3105,871,24,50,2.0,134.0
3106,398,5,49,5.0,5.0
3107,630,29,14,0.0,29.0
3108,536,10,46,0.0,35.0
3109,360,26,42,0.0,26.0
3110,202,8,30,0.0,8.0
3111,460,19,38,0.0,19.0
3112,965,7,11,0.0,7.0
3113,513,23,33,0.0,23.0
3114,183,36,13,0.0,36.0
3115,204,9,10,0.0,9.0
3116,44,10,5,0.0,10.0
3117,117,31,19,0.0,31.0
3118,637,16,14,0.0,16.0
3119,660,38,1,0.0,38.0
3120,310,44,3,0.0,44.0
3121,332,2,31,0.0,4.0
3122,113,10,41,0.0,14.0
3123,444,31,12,0.0,31.0
3124,847,11,33,0.0,11.0
3125,845,1,4,1.0,1.0
3126,539,15,29,0.0,15.0
3127,112,15,44,0.0,27.0
3128,660,30,1,0.0,30.0
3129,759,23,17,0.0,23.0
3130,24,20,45,0.0,30.0
3131,196,23,34,0.0,23.0
3132,843,19,41,0.0,19.0
3133,126,48,11,0.0,48.0
3134,637,43,23,0.0,43.0
3135,713,17,41,0.0,17.0
3136,279,29,6,0.0,29.0
3137,284,24,32,0.0,24.0
3138,10,18,41,0.0,18.0
3139,320,47,48,6.0,61.0
3140,879,5,4,0.0,5.0
3141,970,16,38,0.0,16.0
3142,750,13,17,0.0,13.0
3143,945,40,3,0.0,40.0
3144,152,16,36,0.0,16.0
3145,518,35,8,0.0,35.0
3146,709,18,15,0.0,18.0
3147,760,48,45,0.0,48.0
3148,431,29,45,0.0,29.0
3149,360,13,39,0.0,13.0
3150,271,11,9,0.0,11.0
3151,115,3,27,6.0,4.0
3152,872,17,30,0.0,17.0
3153,914,49,21,0.0,49.0
3154,802,37,15,0.0,37.0
3155,384,34,22,0.0,34.0
3156,708,37,40,0.0,37.0
3157,321,14,35,0.0,14.0
3158,248,14,12,0.0,14.0
3159,714,32,47,4.0,98.0
3160,787,41,43,0.0,41.0
3161,755,41,13,0.0,41.0
3162,997,30,18,0.0,30.0
3163,359,43,47,0.0,46.0
3164,335,21,42,0.0,21.0
3165,248,36,49,0.0,56.0
3166,642,39,25,0.0,39.0
3167,47,44,21,0.0,44.0
3168,887,36,32,0.0,36.0
3169,316,49,27,0.0,49.0
3170,671,23,17,0.0,23.0
3171,797,21,21,0.0,21.0
3172,505,28,31,0.0,28.0
3173,574,29,24,0.0,29.0
3174,353,7,45,0.0,32.0
3175,273,7,13,0.0,7.0
3176,319,16,10,0.0,16.0
3177,279,50,17,0.0,50.0
3178,241,0,13,1.0,2.0
3179,333,20,34,0.0,20.0
3180,652,12,49,6.0,12.0
3181,61,34,12,0.0,34.0
3182,237,29,29,0.0,29.0
3183,64,32,18,0.0,32.0
3184,577,47,41,0.0,47.0
3185,69,35,6,0.0,35.0
3186,716,21,2,0.0,21.0
3187,317,9,12,0.0,9.0
3188,568,48,5,0.0,48.0
3189,949,11,4,0.0,11.0
3190,610,29,19,0.0,29.0
3191,77,30,2,0.0,30.0
3192,639,8,6,0.0,8.0
3193,554,13,7,0.0,13.0
3194,203,28,15,0.0,28.0
3195,823,17,36,0.0,17.0
3196,199,41,21,0.0,41.0
3197,153,47,15,0.0,47.0
3198,607,10,28,0.0,10.0
3199,74,20,26,0.0,20.0
3200,382,6,9,0.0,6.0
3201,347,18,3,0.0,18.0
3202,838,10,8,0.0,10.0
3203,758,21,30,0.0,21.0
3204,156,5,27,0.0,5.0
3205,307,36,48,6.0,60.0
3206,326,46,3,0.0,46.0
3207,492,45,9,0.0,45.0
3208,171,11,9,0.0,11.0
3209,62,19,8,0.0,19.0
3210,212,48,3,0.0,48.0
3211,880,49,26,0.0,49.0
3212,55,44,5,0.0,44.0
3213,588,5,38,0.0,8.0
3214,716,28,42,0.0,28.0
3215,749,16,1,0.0,16.0
3216,709,5,44,0.0,27.0
3217,861,18,30,0.0,18.0
3218,184,32,47,0.0,43.0
3219,909,43,7,0.0,43.0
3220,40,17,9,0.0,17.0
3221,365,4,34,0.0,6.0
3222,648,33,2,0.0,33.0
3223,710,10,39,0.0,10.0
3224,217,33,41,0.0,33.0
3225,67,30,10,0.0,30.0
3226,484,12,25,0.0,12.0
3227,435,0,2,0.0,1.0
3228,403,49,21,0.0,49.0
3229,891,26,48,2.0,136.0
3230,450,18,15,0.0,18.0
3231,728,18,10,0.0,18.0
3232,34,17,23,0.0,17.0
3233,623,35,27,0.0,35.0
3234,876,43,23,0.0,43.0
3235,484,29,30,0.0,29.0
3236,182,12,35,0.0,12.0
3237,467,13,23,0.0,13.0
3238,644,23,28,0.0,23.0
3239,757,28,21,0.0,28.0
3240,16,32,43,0.0,32.0
3241,887,0,30,0.0,4.0
3242,41,0,28,0.0,4.0
3243,541,3,21,3.0,3.0
3244,682,11,46,0.0,41.0
3245,47,16,31,0.0,16.0
3246,164,18,32,0.0,18.0
3247,704,31,22,0.0,31.0
3248,151,42,42,0.0,42.0
3249,729,2,48,4.0,2.0
3250,525,39,10,0.0,39.0
3251,64,44,31,0.0,44.0
3252,226,23,33,0.0,23.0
3253,39,37,43,0.0,37.0
3254,446,4,4,0.0,4.0
3255,190,46,19,0.0,46.0
3256,190,45,23,0.0,45.0
3257,473,44,38,0.0,44.0
3258,942,32,14,0.0,32.0
3259,472,31,39,0.0,31.0
3260,929,0,48,3.0,0.0
3261,315,5,19,0.0,5.0
3262,316,10,22,0.0,10.0
3263,332,20,43,0.0,21.0
3264,697,13,41,0.0,13.0
3265,854,31,39,0.0,31.0
3266,341,12,34,0.0,12.0
3267,660,0,16,5.0,2.0
3268,210,48,15,0.0,48.0
3269,99,42,26,0.0,42.0
3270,926,14,13,0.0,14.0
3271,437,34,26,0.0,34.0
3272,228,0,36,0.0,7.0
3273,671,35,20,0.0,35.0
3274,10,1,35,0.0,7.0
3275,878,11,10,0.0,11.0
3276,944,18,2,0.0,18.0
3277,530,3,3,1.0,3.0
3278,742,16,28,0.0,16.0
3279,458,4,41,0.0,13.0
3280,477,38,25,0.0,38.0
3281,48,25,23,0.0,25.0
3282,105,26,35,0.0,26.0
3283,607,24,38,0.0,24.0
3284,275,7,29,0.0,7.0
3285,34,7,42,0.0,16.0
3286,46,46,28,0.0,46.0
3287,389,5,44,0.0,24.0
3288,503,28,38,0.0,28.0
3289,292,16,47,2.0,16.0
3290,893,42,18,0.0,42.0
3291,864,21,41,0.0,21.0
3292,896,28,12,0.0,28.0
3293,60,49,10,0.0,49.0
3294,788,48,15,0.0,48.0
3295,439,12,31,0.0,12.0
3296,926,25,37,0.0,25.0
3297,490,4,40,0.0,11.0
3298,455,11,19,0.0,11.0
3299,172,50,49,5.0,53.0
3300,144,8,43,0.0,21.0
3301,782,31,33,0.0,31.0
3302,809,6,14,0.0,6.0
3303,956,44,49,6.0,153.0
3304,137,49,4,0.0,49.0
3305,301,9,23,0.0,9.0
3306,917,12,32,0.0,12.0
3307,493,7,31,0.0,7.0
3308,489,50,6,0.0,50.0
3309,900,45,19,0.0,45.0
3310,963,5,20,0.0,5.0
3311,797,32,20,0.0,32.0
3312,791,26,42,0.0,26.0
3313,73,7,48,5.0,7.0
3314,62,26,6,0.0,26.0
3315,520,0,43,0.0,21.0
3316,804,50,42,0.0,50.0
3317,528,5,39,0.0,9.0
3318,10,47,12,0.0,47.0
3319,150,26,21,0.0,26.0
3320,12,25,22,0.0,25.0
3321,694,48,26,0.0,48.0
3322,69,43,3,0.0,43.0
3323,640,22,35,0.0,22.0
3324,680,25,13,0.0,25.0
3325,181,28,30,0.0,28.0
3326,717,0,41,0.0,15.0
3327,231,7,10,0.0,7.0
3328,470,7,43,0.0,21.0
3329,190,35,28,0.0,35.0
3330,528,14,29,0.0,14.0
3331,450,33,41,0.0,33.0
3332,554,11,14,0.0,11.0
3333,18,5,17,0.0,5.0
3334,844,18,38,0.0,18.0
3335,264,4,40,0.0,11.0
3336,994,4,8,0.0,4.0
3337,712,17,5,0.0,17.0
3338,145,18,39,0.0,18.0
3339,347,50,43,0.0,50.0
3340,238,12,33,0.0,12.0
3341,393,0,26,6.0,3.0
3342,853,35,8,0.0,35.0
3343,702,49,23,0.0,49.0
